x1,x2,x3,y
10.410,299.452,174.963,2040.603
14.775,301.427,157.651,2159.645
15.431,350.518,157.677,2295.318
38.667,483.312,87.348,2261.541
13.738,322.169,157.411,2326.651
9.062,299.133,168.667,1981.486
11.051,272.632,172.331,2068.726
12.028,307.791,160.244,2240.532
5.024,304.406,183.076,2044.865
12.874,311.618,161.709,2264.839
18.391,334.886,162.292,2375.581
14.153,291.690,71.898,2140.725
100.692,-155.428,209.710,2088.521
15.653,300.938,164.175,2290.472
6.790,293.480,147.190,2010.587
17.327,301.288,146.118,2273.351
6.295,286.955,175.378,2073.668
13.089,335.021,141.743,2189.333
13.626,306.441,169.064,2210.093
5.490,328.648,140.634,1936.862
15.964,266.148,160.443,2111.702
13.765,326.096,158.675,2313.065
11.449,308.896,153.266,2205.664
7.571,289.919,168.613,1985.515
12.475,371.343,161.352,2422.038
15.882,315.893,162.161,2324.730
12.334,359.864,156.136,2343.612
10.291,366.960,163.855,2353.996
9.385,324.173,168.557,2183.284
14.369,333.666,166.148,2211.821
7.624,311.062,153.102,1991.066
12.389,331.430,148.129,2106.195
15.320,329.338,156.069,2326.771
9.407,328.108,158.109,2082.920
9.331,266.718,168.133,1896.562
12.313,282.888,162.466,2050.600
12.884,393.522,160.602,2501.104
14.870,306.821,164.936,2242.511
12.745,293.782,154.209,2146.237
18.276,314.422,171.026,2424.312
14.516,334.205,158.634,2300.919
14.784,344.119,179.721,2478.755
11.380,322.301,174.409,2206.955
14.454,331.848,145.434,2320.395
12.199,324.942,164.791,2322.330
11.110,320.810,165.488,2119.751
15.571,335.333,161.407,2319.480
12.169,346.106,146.903,2306.840
14.689,313.529,152.725,2219.919
14.292,301.158,153.019,2124.451
12.701,298.795,161.121,2237.024
14.293,309.960,150.150,2144.274
8.913,390.637,158.699,2361.667
19.494,374.266,147.785,2612.002
13.451,333.475,157.596,2276.997
9.005,333.991,153.195,2148.140
8.506,304.198,184.526,2232.180
13.946,320.657,168.880,2302.886
13.297,342.602,147.138,2320.693
9.272,347.980,144.420,2182.713
15.285,267.515,157.818,2127.613
17.943,297.586,165.072,2382.947
10.031,304.321,157.938,2104.877
10.424,326.628,149.894,2215.287
13.945,246.472,160.127,1840.005
12.513,296.477,160.508,2152.189
8.450,339.173,154.345,2121.710
9.404,319.802,154.919,2090.774
11.922,304.462,161.324,2123.325
16.428,303.377,157.221,2227.784
13.895,229.604,153.944,1945.747
13.993,300.309,136.878,2025.371
7.229,308.664,159.328,2066.862
9.202,398.757,148.511,2404.894
11.866,346.529,163.736,2265.017
5.662,298.349,156.902,1975.856
13.865,269.904,166.138,2028.150
11.979,353.304,148.243,2314.043
14.458,171.186,224.010,2342.007
9.548,329.280,170.616,2195.398
13.712,329.557,153.949,2222.166
8.109,337.930,139.330,2093.118
14.293,297.478,163.077,2073.029
12.236,296.181,169.016,2095.413
53.106,138.080,69.133,2431.063
13.540,342.324,152.843,2254.947
13.691,317.621,151.478,2115.563
12.040,315.788,162.466,2205.463
9.777,282.744,159.806,2068.194
-12.509,185.092,200.650,2337.771
10.953,309.460,161.617,2257.211
12.645,364.034,182.387,2453.885
8.577,370.542,158.653,2252.894
14.952,323.731,169.515,2161.372
13.519,264.118,178.505,2056.639
10.968,307.544,178.196,2165.099
14.568,342.068,176.472,2468.488
9.124,324.885,150.287,2079.697
12.510,386.028,163.884,2541.075
49.970,265.393,96.210,2221.979
9.325,307.312,140.783,1988.893
12.617,328.669,154.448,2242.377
11.749,274.796,160.132,1992.136
10.599,356.095,162.167,2208.729
12.652,245.540,154.201,1929.997
13.953,335.024,143.553,2227.645
21.201,391.549,253.134,2671.952
21.517,632.616,299.700,2019.829
6.384,322.741,162.059,2035.617
14.449,302.072,151.665,2152.718
11.798,323.292,169.240,2205.141
10.476,288.662,160.670,2061.343
10.111,333.910,163.936,2234.980
12.235,316.285,171.231,2290.025
14.814,320.442,155.177,2276.552
13.322,297.479,158.232,2092.795
7.217,303.212,157.521,1972.786
7.922,318.819,154.084,2078.575
10.955,396.452,160.054,2490.900
12.303,238.824,153.580,1733.474
12.271,283.520,166.624,2147.371
14.455,301.497,159.021,2215.535
9.043,329.293,141.896,2185.313
9.080,302.437,162.117,2054.843
8.170,347.718,152.684,2098.417
13.337,339.904,160.599,2311.065
14.468,313.046,159.982,2326.708
17.696,311.442,169.717,2493.148
10.038,330.961,150.839,2097.797
7.241,305.351,152.774,2086.108
14.957,274.508,163.703,2295.262
9.211,276.139,158.561,1898.642
11.121,248.825,161.860,1874.873
8.795,261.854,147.435,1846.945
14.764,296.431,164.224,2159.377
11.614,343.812,169.206,2237.236
11.770,340.937,169.426,2282.678
11.356,363.086,158.807,2417.074
13.359,292.519,165.901,2137.730
17.670,368.829,174.827,2627.552
11.026,347.548,167.481,2255.170
14.169,316.451,155.220,2141.348
11.571,370.006,152.763,2333.971
8.629,339.969,179.422,2238.403
10.723,313.063,157.043,2083.183
13.990,350.182,156.304,2450.938
13.911,339.464,151.945,2358.303
62.745,693.286,148.828,2375.517
12.988,292.652,165.071,2037.660
15.110,270.230,146.748,2146.103
15.447,366.398,160.195,2426.847
16.425,292.731,149.948,2209.110
12.525,289.611,153.798,2133.972
13.554,363.936,147.003,2477.364
13.564,315.191,168.595,2289.325
10.723,324.460,150.066,2203.881
9.738,284.016,164.743,1967.742
14.259,370.627,170.226,2535.428
16.825,351.899,145.748,2414.268
17.079,288.239,153.184,2222.661
10.637,359.531,175.415,2467.904
12.003,286.406,157.798,2083.750
10.678,281.450,169.308,2040.849
7.829,318.693,157.187,1982.944
15.800,351.584,152.062,2272.698
10.827,370.843,156.274,2446.022
8.117,286.319,153.218,1975.796
15.298,354.665,191.869,2543.097
11.834,311.336,161.142,2319.321
12.097,280.165,154.163,2100.352
13.041,341.833,160.025,2393.126
7.430,329.152,169.989,2095.496
6.801,270.634,172.933,1955.913
8.845,302.768,166.302,1989.597
12.343,334.554,174.531,2237.956
11.401,331.843,169.051,2359.529
16.386,275.183,138.160,2112.605
8.882,361.674,152.890,2343.231
16.954,254.440,151.697,2011.400
16.956,292.376,164.652,2303.323
10.560,285.383,157.742,2053.699
12.009,292.035,157.605,2003.615
16.533,317.960,163.692,2422.388
5.835,364.711,148.716,2340.293
11.459,281.229,169.095,1986.831
15.924,291.079,155.975,2072.757
-13.527,451.510,222.485,2232.741
11.680,324.726,155.425,2276.342
13.728,299.134,151.777,2131.194
11.881,321.770,174.649,2159.658
9.001,279.035,185.390,2118.494
8.636,352.167,152.412,2375.663
9.584,283.693,156.903,2018.568
12.729,337.845,169.290,2312.386
14.800,318.419,153.274,2234.479
8.519,340.022,161.296,2220.525
9.339,335.530,147.141,2177.717
14.219,285.658,169.915,2121.284
12.594,329.267,164.912,2313.552
11.770,306.527,166.537,2188.817
11.913,282.209,159.265,2054.444
5.409,321.364,160.567,1867.061
9.615,352.584,176.911,2221.324
12.168,300.522,151.431,2113.457
10.120,353.951,156.946,2285.554
8.180,359.421,144.447,2196.181
11.585,325.129,148.054,2199.719
13.019,315.704,176.811,2198.491
11.741,332.787,186.027,2305.909
12.587,372.756,159.583,2441.454
8.883,302.954,164.315,2068.836
14.862,322.945,157.656,2120.155
6.341,408.914,151.032,2350.020
14.239,381.035,164.433,2599.707
11.769,379.142,164.812,2458.034
14.436,321.975,164.326,2414.760
10.340,307.246,167.932,2201.062
13.167,323.671,166.022,2273.094
4.604,354.001,135.165,2072.282
11.534,326.151,174.491,2180.126
13.714,308.947,145.348,2184.923
12.852,325.452,156.161,2293.505
9.201,326.685,157.283,2146.882
10.078,291.242,166.263,2021.911
14.049,315.112,175.526,2350.068
9.218,286.046,158.374,2013.412
15.015,327.216,163.515,2481.492
7.897,336.559,166.908,2245.099
17.407,329.219,159.228,2330.347
8.844,338.470,151.086,2143.426
12.809,296.452,177.228,2209.462
56.130,520.118,162.574,2434.012
6.243,296.504,159.272,2001.784
17.552,318.955,150.823,2414.176
-39.701,384.362,152.383,2193.752
16.751,348.890,152.723,2338.051
10.582,338.420,139.396,2219.125
9.970,276.729,162.417,1989.678
15.226,356.886,159.197,2446.135
14.132,324.624,145.699,2286.416
12.780,283.651,157.586,1988.402
10.611,296.276,151.136,2064.548
17.838,293.927,168.398,2280.584
8.153,340.969,174.350,2158.111
17.589,328.933,163.877,2493.738
6.869,323.377,153.877,2104.794
16.558,360.301,172.460,2593.108
12.199,329.155,166.820,2247.448
14.334,326.874,150.634,2401.035
11.244,264.338,168.831,1907.546
11.198,385.926,173.850,2430.367
9.518,278.559,170.280,1935.088
10.080,297.061,161.371,2178.915
11.398,341.747,163.093,2186.872
11.464,342.352,173.091,2374.388
14.766,271.617,181.432,2111.023
13.386,302.019,157.201,2169.325
17.896,351.523,170.196,2409.498
11.185,385.023,165.255,2430.273
9.269,315.339,164.305,2169.968
16.273,327.542,168.993,2379.770
9.496,343.200,160.252,2187.041
15.186,269.729,155.149,2201.562
15.410,309.859,158.662,2146.272
15.008,351.956,166.346,2386.883
12.348,294.139,168.070,2210.618
9.280,404.915,163.912,2487.494
14.144,298.204,169.563,2208.047
13.939,326.173,162.169,2362.030
12.119,309.351,171.608,2126.043
9.410,338.494,145.665,2122.810
17.430,321.800,151.299,2354.116
17.623,370.458,158.519,2709.492
12.853,346.047,157.325,2278.739
14.639,282.776,151.024,2021.013
8.167,335.939,166.064,2256.035
13.520,313.206,148.408,2285.885
10.180,345.340,151.688,2203.151
9.680,364.848,147.559,2328.806
7.823,257.794,175.433,1852.868
6.680,393.397,152.374,2317.411
13.081,264.439,133.657,2047.166
46.976,555.463,106.662,2309.452
14.067,307.870,159.871,2305.900
6.596,308.158,176.416,1950.088
9.721,290.145,141.592,2020.241
7.150,316.953,165.441,2012.767
13.819,349.081,165.418,2473.879
13.699,305.272,156.389,2212.297
21.807,412.074,135.486,2025.808
9.453,336.080,152.468,2158.951
15.703,349.438,161.128,2482.579
14.061,293.697,170.379,2169.402
14.503,298.608,158.696,2190.341
12.238,335.561,151.160,2297.995
12.456,305.028,140.832,2033.951
12.934,317.204,170.873,2278.832
10.557,308.571,148.736,2259.124
15.117,304.806,151.379,2276.398
11.656,355.201,171.186,2417.951
7.827,339.324,167.099,2213.323
13.718,307.326,172.483,2320.290
15.561,322.074,166.790,2247.000
7.732,393.001,158.671,2232.374
15.857,265.902,138.493,2135.790
19.161,339.872,156.181,2442.675
12.910,294.106,144.780,2163.311
15.395,303.797,160.099,2169.869
14.189,294.994,145.603,2222.413
10.925,394.075,144.339,2393.206
4.145,254.238,178.819,1793.907
17.535,350.029,152.941,2462.141
7.375,326.019,152.208,2014.040
15.425,301.777,147.040,2202.508
16.406,329.857,168.948,2344.691
1.789,836.358,155.964,2260.246
12.508,311.344,164.877,2189.010
7.928,380.904,179.512,2522.756
11.543,286.780,158.803,2124.342
11.233,346.447,161.106,2357.609
10.655,326.761,146.545,2145.320
14.822,368.098,154.666,2464.582
7.603,329.322,142.447,2164.432
11.971,341.756,154.302,2232.215
9.424,292.672,139.324,1931.453
11.033,299.232,161.598,2043.254
10.684,296.597,155.932,2075.972
8.207,331.299,176.285,2165.995
8.139,354.695,156.526,2202.287
11.106,315.501,161.587,2163.956
7.827,281.357,159.807,1958.696
12.180,318.698,151.091,2110.757
15.709,285.750,162.142,2101.369
11.946,337.249,165.184,2305.373
14.590,370.225,161.322,2375.264
15.641,346.055,152.994,2421.023
8.132,311.758,153.940,2056.630
7.683,333.839,143.961,2044.530
4.720,345.378,145.705,2012.939
11.460,265.089,158.903,2009.851
6.170,305.129,148.972,1803.852
-49.652,499.722,29.419,2236.000
15.694,297.444,164.490,2279.697
12.720,314.469,157.131,2211.763
11.063,343.424,150.579,2216.998
11.768,280.623,151.567,2038.044
7.965,352.822,148.724,2296.080
11.976,328.278,151.809,2229.304
15.124,267.688,153.486,2119.403
13.164,376.463,152.219,2499.383
15.192,305.032,177.111,2303.239
16.042,330.737,161.199,2407.656
16.285,327.960,161.016,2330.604
3.899,332.815,161.732,2070.829
17.615,335.842,144.811,2326.321
9.282,324.026,176.561,2159.922
12.219,277.602,161.234,1992.475
7.971,324.069,173.974,2196.314
14.623,345.612,146.319,2223.660
1.728,139.261,9.239,2288.681
9.831,326.812,155.634,2284.228
-44.598,300.417,75.159,2069.702
7.822,346.451,155.848,2132.889
8.907,301.707,165.961,2123.854
9.800,313.009,161.467,2061.980
14.384,323.223,153.659,2299.690
7.960,299.837,150.375,2079.019
15.259,341.720,159.688,2351.064
10.933,363.975,156.089,2344.193
13.223,292.318,166.211,2286.372
17.568,374.731,177.260,2634.106
16.912,345.007,166.195,2585.798
11.056,318.645,160.286,2229.421
12.997,333.938,154.992,2263.458
11.545,308.879,162.163,2174.562
10.952,254.872,147.201,1881.907
14.049,361.783,150.002,2389.736
13.082,290.726,146.900,2102.074
11.620,304.169,164.320,2153.169
13.382,262.153,152.515,1980.839
12.185,339.873,142.987,2211.810
11.237,366.771,166.766,2415.862
12.909,296.377,149.753,2090.156
6.281,327.605,170.048,1952.466
10.436,316.338,168.021,2081.142
4.887,336.851,175.346,2174.952
15.299,357.286,169.206,2451.862
11.542,299.224,162.653,2091.989
8.900,220.493,250.405,2338.085
-37.575,-237.732,160.644,2312.159
9.335,339.105,170.629,2379.688
17.154,311.871,167.016,2330.964
7.840,312.685,158.393,2105.414
12.946,314.425,159.348,2303.711
7.867,331.631,176.443,2251.785
11.280,300.762,161.551,2024.868
11.871,336.350,161.076,2342.798
13.837,354.814,159.222,2294.035
29.367,-375.335,101.415,2049.541
9.117,321.188,148.417,2041.090
8.402,335.528,175.347,2321.307
5.750,355.614,150.209,2137.508
10.119,297.676,166.405,2042.644
13.970,356.373,180.488,2430.437
10.973,316.848,138.961,2070.843
9.645,346.998,161.844,2233.160
8.719,297.332,143.484,2038.085
9.715,318.590,150.490,2003.414
16.325,337.474,161.154,2455.341
14.318,344.794,143.507,2282.842
12.981,-199.013,98.796,2321.087
6.932,351.347,161.857,2173.195
11.289,291.136,152.009,1961.039
7.925,366.589,161.832,2315.095
13.661,285.037,146.173,2084.423
9.800,345.588,157.133,2203.390
16.168,339.932,160.984,2416.777
20.333,311.198,147.167,2463.658
11.708,336.782,156.923,2212.496
9.080,287.860,153.007,2006.174
14.321,306.591,154.668,2202.063
-11.846,223.554,174.995,2372.858
12.793,314.491,155.793,2077.510
12.754,285.703,169.678,2130.968
11.620,336.274,154.368,2304.605
12.771,339.784,167.813,2460.546
5.097,285.471,153.339,1897.614
17.210,345.622,140.591,2442.503
39.048,507.289,159.499,2411.163
12.884,314.779,154.885,2221.566
12.718,293.536,167.878,2212.808
8.333,308.508,162.373,1976.043
5.780,299.963,158.714,2030.013
11.032,313.992,164.209,2095.984
9.708,365.431,152.853,2240.502
79.221,585.632,15.985,2240.989
10.423,310.542,169.023,2168.649
13.804,407.743,161.400,2656.335
10.112,360.607,156.953,2286.998
55.306,451.637,77.049,2037.548
12.359,288.870,166.125,2027.262
12.161,281.486,146.839,2022.852
13.678,269.850,159.419,2143.171
9.853,285.923,175.617,2007.047
9.317,334.700,165.839,2346.677
12.445,328.171,172.220,2205.972
9.239,362.802,133.812,2229.180
11.891,256.735,169.020,2059.050
13.098,302.161,161.697,2254.643
10.696,294.301,145.149,2096.557
8.972,330.057,149.091,2190.142
11.945,316.983,163.274,2241.805
8.892,339.386,179.647,2218.359
10.367,294.119,153.275,1915.668
14.559,345.403,170.081,2350.034
9.235,326.486,154.870,2174.905
13.015,277.749,156.652,2191.887
12.282,312.219,161.893,2136.931
7.015,336.729,160.133,2106.145
16.715,375.393,177.859,2650.069
7.667,284.592,169.204,1870.356
7.725,318.606,169.843,1982.577
10.276,343.275,154.558,2246.640
8.002,348.578,145.600,2242.492
14.309,346.725,145.075,2328.694
7.190,301.911,156.027,1908.777
11.871,311.712,152.428,2221.762
15.090,277.096,163.148,2107.916
9.851,294.978,146.330,2022.232
17.691,253.415,154.149,2208.251
8.236,305.825,169.161,2072.369
13.123,294.745,148.201,1984.218
14.023,349.731,152.649,2340.837
14.850,382.021,179.412,2510.073
12.842,273.314,128.269,2036.721
11.252,300.945,153.661,2058.182
13.380,292.108,164.233,2070.726
10.532,307.704,159.743,2076.661
14.732,354.190,162.249,2424.150
13.305,266.985,158.330,2132.663
11.895,324.749,172.769,2175.241
12.341,311.148,170.894,2231.292
11.680,339.861,153.537,2142.227
5.958,320.729,162.029,1952.119
9.213,326.308,171.062,2201.686
12.216,330.038,176.320,2331.056
9.779,330.519,169.223,2255.384
17.972,280.848,149.035,2275.491
8.737,360.638,161.752,2396.766
11.545,336.552,160.971,2290.098
9.083,268.752,161.447,1982.652
18.066,295.175,154.844,2373.707
10.298,276.916,127.701,1962.885
13.812,325.242,146.400,2126.901
9.475,336.962,151.889,2277.491
10.850,332.995,161.342,2156.338
11.230,336.767,157.840,2327.640
13.345,353.018,157.953,2258.488
16.494,300.049,172.088,2190.472
16.801,321.926,165.220,2420.237
14.754,285.428,159.777,2161.240
7.768,323.273,171.687,2081.685
13.342,304.502,143.921,2151.520
13.047,345.867,166.388,2349.290
11.998,319.134,178.108,2288.578
12.276,325.171,181.356,2249.477
10.424,301.772,157.969,2123.993
14.538,327.067,167.981,2340.720
15.808,306.935,167.625,2300.496
12.642,309.062,154.160,2208.224
15.372,276.343,165.649,2065.954
11.085,307.020,157.106,2094.568
11.987,296.697,168.381,1981.310
11.382,291.322,162.984,2165.495
12.268,363.303,157.664,2404.255
17.841,241.114,169.272,2097.966
7.753,294.627,156.289,1919.672
11.239,377.311,149.720,2449.862
11.394,270.895,167.664,2108.959
11.562,257.286,156.232,2035.180
-12.952,-103.257,-19.828,2180.302
12.473,320.905,168.175,2238.561
7.583,293.897,170.860,2041.880
34.149,311.785,236.485,1897.195
-18.892,32.242,40.895,2021.025
11.726,296.880,172.161,2161.414
19.610,350.298,165.585,2550.219
8.011,311.092,148.871,2126.698
11.430,294.779,154.683,2143.950
12.220,305.507,173.767,2186.517
15.642,326.005,151.613,2300.452
11.826,306.453,142.940,2117.740
10.209,353.050,160.525,2337.326
11.401,338.383,151.608,2261.689
8.769,285.364,175.181,1983.770
11.153,319.334,174.697,2225.567
14.466,274.687,144.856,1950.502
5.781,344.352,160.286,2066.172
10.835,288.565,159.042,2075.478
5.280,329.960,162.388,2047.061
12.932,292.756,148.527,2155.645
9.568,277.123,158.512,2111.772
7.593,364.482,161.974,2315.371
10.825,282.940,157.283,2061.410
13.661,322.035,158.815,2188.248
11.476,357.136,160.013,2376.978
13.159,303.064,149.274,2146.806
11.543,349.669,146.382,2312.177
9.501,327.762,154.978,2231.757
11.291,254.651,174.973,1929.933
8.746,334.838,156.958,1969.083
14.876,303.715,162.525,2229.336
7.607,281.516,167.787,1946.965
7.345,343.804,161.579,2196.947
12.714,344.449,156.812,2321.168
10.442,318.525,159.580,2161.377
11.987,265.883,151.133,1929.658
6.848,345.575,153.445,2122.433
11.290,322.187,178.400,2249.633
12.619,273.165,144.095,2078.383
15.093,307.768,165.383,2229.062
17.976,293.670,170.818,2291.362
9.175,305.684,149.373,2067.770
12.747,280.211,145.199,2263.752
11.665,342.035,177.619,2274.576
17.374,331.608,176.630,2430.717
10.976,301.278,162.160,2009.117
15.648,331.926,163.351,2390.844
8.992,313.602,142.397,2106.199
9.167,301.694,159.759,1982.497
13.804,344.753,145.971,2325.830
14.649,284.050,144.519,2144.336
9.565,318.182,157.088,2200.450
11.140,306.616,163.880,2018.612
6.891,368.269,160.330,2130.342
13.034,357.599,159.087,2428.362
14.082,307.550,156.786,2359.106
10.980,283.286,149.358,2082.013
11.347,335.445,179.614,2237.837
17.480,275.076,146.649,2315.296
7.570,337.101,158.971,2170.265
13.766,348.561,146.042,2269.769
13.287,320.538,162.688,2128.858
8.910,242.127,176.692,1973.074
12.644,343.213,181.366,2367.115
10.750,359.202,160.555,2317.964
8.367,279.311,163.553,1998.694
12.711,350.866,171.118,2319.724
12.675,358.352,166.389,2334.432
9.815,351.038,160.535,2269.640
11.973,302.438,166.602,2148.806
14.926,280.133,171.169,2345.806
10.098,279.611,156.252,2006.200
15.395,366.451,173.513,2621.489
13.125,283.073,153.292,2165.824
15.631,316.178,155.945,2253.760
13.220,336.723,169.985,2282.786
14.180,350.388,140.615,2274.161
13.329,347.028,171.970,2367.104
12.827,341.423,152.806,2387.833
11.963,296.223,163.275,2193.557
13.169,330.265,162.599,2293.566
10.603,305.157,139.363,2079.638
17.196,324.717,164.086,2495.142
10.296,311.065,167.716,2157.573
12.359,339.466,162.270,2315.975
12.725,351.349,157.611,2254.301
9.386,320.730,170.680,2078.447
15.891,312.317,142.858,2294.002
13.905,349.942,158.448,2395.727
12.815,305.082,163.117,2173.492
13.328,293.729,166.960,2147.370
13.611,308.904,140.271,2073.014
12.220,344.021,168.205,2373.931
3.889,343.696,179.736,2073.711
13.827,302.193,155.073,2150.265
5.997,385.012,158.462,2164.047
10.850,261.315,157.675,1925.345
-17.932,602.129,162.768,2129.419
12.819,321.714,171.525,2106.374
13.159,281.534,160.032,2060.357
10.122,344.034,172.033,2286.304
11.599,222.001,179.855,1916.097
10.376,316.964,138.556,2077.648
11.483,302.233,163.445,2185.199
